location,station_ID,year,month,filename
Jurong Island,117,2012,10,Jurong Island_117_201210.csv
Jurong Island,117,2024,3,Jurong Island_117_202403.csv
Admiralty,104,2015,6,Admiralty_104_201506.csv
Tanjong Katong,78,2020,8,Tanjong Katong_78_202008.csv
Jurong Island,117,2019,1,Jurong Island_117_201901.csv
Buona Vista,92,2021,4,Buona Vista_92_202104.csv
Admiralty,104,2016,3,Admiralty_104_201603.csv
Ang Mo Kio,109,2018,12,Ang Mo Kio_109_201812.csv
Kampong Bahru,31,2012,8,Kampong Bahru_31_201208.csv
Upper Peirce Reservoir,69,2016,4,Upper Peirce Reservoir_69_201604.csv
Buona Vista,92,2023,4,Buona Vista_92_202304.csv
Serangoon,36,2023,10,Serangoon_36_202310.csv
Macritchie Reservoir,07,2022,3,Macritchie Reservoir_07_202203.csv
Pasir Ris (West),29,2017,10,Pasir Ris (West)_29_201710.csv
Jurong (West),44,2021,10,Jurong (West)_44_202110.csv
Tanjong Katong,78,2019,8,Tanjong Katong_78_201908.csv
Khatib,122,2019,7,Khatib_122_201907.csv
Marina Barrage,108,2015,6,Marina Barrage_108_201506.csv
Jurong Pier,33,2020,1,Jurong Pier_33_202001.csv
Tai Seng,43,2015,11,Tai Seng_43_201511.csv
Tuas South,115,2016,10,Tuas South_115_201610.csv
Khatib,122,2019,6,Khatib_122_201906.csv
Marine Parade,113,2021,2,Marine Parade_113_202102.csv
Kranji Reservoir,66,2019,10,Kranji Reservoir_66_201910.csv
Punggol,81,2013,12,Punggol_81_201312.csv
Marina Barrage,108,2020,7,Marina Barrage_108_202007.csv
Buangkok,55,2018,9,Buangkok_55_201809.csv
Lower Peirce Reservoir,08,2014,3,Lower Peirce Reservoir_08_201403.csv
Tai Seng,43,2018,4,Tai Seng_43_201804.csv
Simei,84,2022,8,Simei_84_202208.csv
Queenstown,77,2023,8,Queenstown_77_202308.csv
Sentosa Island,60,2012,1,Sentosa Island_60_201201.csv
Botanic Garden,120,2015,5,Botanic Garden_120_201505.csv
Macritchie Reservoir,07,2018,1,Macritchie Reservoir_07_201801.csv
Serangoon,36,2016,9,Serangoon_36_201609.csv
Lim Chu Kang,112,2023,9,Lim Chu Kang_112_202309.csv
Jurong (West),44,2018,7,Jurong (West)_44_201807.csv
Newton,111,2021,9,Newton_111_202109.csv
Admiralty,104,2024,4,Admiralty_104_202404.csv
Kranji Reservoir,66,2019,7,Kranji Reservoir_66_201907.csv
Serangoon North,110,2014,5,Serangoon North_110_201405.csv
Sentosa Island,60,2013,10,Sentosa Island_60_201310.csv
Tengah,23,2018,3,Tengah_23_201803.csv
Tanjong Pagar,72,2015,3,Tanjong Pagar_72_201503.csv
Lower Peirce Reservoir,08,2022,4,Lower Peirce Reservoir_08_202204.csv
Newton,111,2015,3,Newton_111_201503.csv
Marine Parade,113,2023,7,Marine Parade_113_202307.csv
Upper Peirce Reservoir,69,2018,10,Upper Peirce Reservoir_69_201810.csv
Punggol,81,2020,3,Punggol_81_202003.csv
Botanic Garden,120,2016,6,Botanic Garden_120_201606.csv
Lower Peirce Reservoir,08,2021,5,Lower Peirce Reservoir_08_202105.csv
Lower Peirce Reservoir,08,2014,8,Lower Peirce Reservoir_08_201408.csv
Buona Vista,92,2020,1,Buona Vista_92_202001.csv
East Coast Parkway,107,2023,12,East Coast Parkway_107_202312.csv
Choa Chu Kang (Central),114,2012,8,Choa Chu Kang (Central)_114_201208.csv
Tai Seng,43,2015,12,Tai Seng_43_201512.csv
Upper Peirce Reservoir,69,2015,5,Upper Peirce Reservoir_69_201505.csv
Somerset (Road),79,2023,8,Somerset (Road)_79_202308.csv
Pasir Ris (Central),94,2022,4,Pasir Ris (Central)_94_202204.csv
Pulau Ubin,106,2023,5,Pulau Ubin_106_202305.csv
Dhoby Ghaut,118,2017,6,Dhoby Ghaut_118_201706.csv
Lower Peirce Reservoir,08,2022,3,Lower Peirce Reservoir_08_202203.csv
Boon Lay (East),86,2015,1,Boon Lay (East)_86_201501.csv
Kent Ridge,71,2018,5,Kent Ridge_71_201805.csv
Choa Chu Kang (West),11,2017,9,Choa Chu Kang (West)_11_201709.csv
Whampoa,123,2018,7,Whampoa_123_201807.csv
Sentosa Island,60,2023,12,Sentosa Island_60_202312.csv
Macritchie Reservoir,07,2016,8,Macritchie Reservoir_07_201608.csv
Jurong Pier,33,2022,6,Jurong Pier_33_202206.csv
Chai Chee,61,2022,4,Chai Chee_61_202204.csv
Ang Mo Kio,109,2017,9,Ang Mo Kio_109_201709.csv
Serangoon,36,2019,2,Serangoon_36_201902.csv
Macritchie Reservoir,07,2014,6,Macritchie Reservoir_07_201406.csv
Tanjong Katong,78,2014,12,Tanjong Katong_78_201412.csv
Marina Barrage,108,2014,8,Marina Barrage_108_201408.csv
Pasir Ris (Central),94,2024,3,Pasir Ris (Central)_94_202403.csv
Marina Barrage,108,2019,6,Marina Barrage_108_201906.csv
Lower Peirce Reservoir,08,2024,1,Lower Peirce Reservoir_08_202401.csv
Somerset (Road),79,2012,5,Somerset (Road)_79_201205.csv
Choa Chu Kang (West),11,2012,5,Choa Chu Kang (West)_11_201205.csv
Toa Payoh,88,2014,9,Toa Payoh_88_201409.csv
East Coast Parkway,107,2013,4,East Coast Parkway_107_201304.csv
Choa Chu Kang (Central),114,2024,2,Choa Chu Kang (Central)_114_202402.csv
Kranji Reservoir,66,2012,12,Kranji Reservoir_66_201212.csv
East Coast Parkway,107,2023,5,East Coast Parkway_107_202305.csv
Admiralty,104,2013,6,Admiralty_104_201306.csv
Pasir Panjang,116,2021,3,Pasir Panjang_116_202103.csv
Pasir Panjang,116,2016,11,Pasir Panjang_116_201611.csv
Pasir Panjang,116,2017,12,Pasir Panjang_116_201712.csv
Kampong Bahru,31,2016,6,Kampong Bahru_31_201606.csv
Choa Chu Kang (South),121,2016,2,Choa Chu Kang (South)_121_201602.csv
Admiralty,104,2012,12,Admiralty_104_201212.csv
Khatib,122,2016,12,Khatib_122_201612.csv
Sentosa Island,60,2018,5,Sentosa Island_60_201805.csv
Chai Chee,61,2014,2,Chai Chee_61_201402.csv
Chai Chee,61,2015,12,Chai Chee_61_201512.csv
Pulau Ubin,106,2015,12,Pulau Ubin_106_201512.csv
Macritchie Reservoir,07,2012,4,Macritchie Reservoir_07_201204.csv
Buona Vista,92,2021,8,Buona Vista_92_202108.csv
Tuas South,115,2020,7,Tuas South_115_202007.csv
Marine Parade,113,2014,6,Marine Parade_113_201406.csv
Pasir Panjang,116,2022,2,Pasir Panjang_116_202202.csv
Tanjong Katong,78,2020,11,Tanjong Katong_78_202011.csv
Serangoon,36,2014,8,Serangoon_36_201408.csv
Punggol,81,2014,5,Punggol_81_201405.csv
Boon Lay (West),63,2012,8,Boon Lay (West)_63_201208.csv
Lim Chu Kang,112,2014,10,Lim Chu Kang_112_201410.csv
Simei,84,2013,9,Simei_84_201309.csv
Tuas South,115,2021,10,Tuas South_115_202110.csv
Whampoa,123,2021,7,Whampoa_123_202107.csv
Ulu Pandan,35,2015,4,Ulu Pandan_35_201504.csv
Whampoa,123,2014,8,Whampoa_123_201408.csv
Toa Payoh,88,2014,3,Toa Payoh_88_201403.csv
Semakau Island,102,2020,6,Semakau Island_102_202006.csv
Jurong Island,117,2023,6,Jurong Island_117_202306.csv
Sentosa Island,60,2020,5,Sentosa Island_60_202005.csv
Botanic Garden,120,2015,8,Botanic Garden_120_201508.csv
Toa Payoh,88,2018,4,Toa Payoh_88_201804.csv
Whampoa,123,2014,6,Whampoa_123_201406.csv
Buona Vista,92,2012,12,Buona Vista_92_201212.csv
Dhoby Ghaut,118,2017,1,Dhoby Ghaut_118_201701.csv
Somerset (Road),79,2015,12,Somerset (Road)_79_201512.csv
Seletar,25,2020,5,Seletar_25_202005.csv
Kent Ridge,71,2015,9,Kent Ridge_71_201509.csv
Tanjong Katong,78,2013,9,Tanjong Katong_78_201309.csv
Pulau Ubin,106,2019,10,Pulau Ubin_106_201910.csv
Semakau Island,102,2021,10,Semakau Island_102_202110.csv
Choa Chu Kang (West),11,2015,10,Choa Chu Kang (West)_11_201510.csv
Khatib,122,2012,12,Khatib_122_201212.csv
Tuas South,115,2014,7,Tuas South_115_201407.csv
Bukit Panjang,64,2014,4,Bukit Panjang_64_201404.csv
Whampoa,123,2017,10,Whampoa_123_201710.csv
Marine Parade,113,2012,5,Marine Parade_113_201205.csv
Admiralty West,105,2013,5,Admiralty West_105_201305.csv
Semakau Island,102,2013,10,Semakau Island_102_201310.csv
Jurong Island,117,2020,11,Jurong Island_117_202011.csv
East Coast Parkway,107,2022,7,East Coast Parkway_107_202207.csv
Somerset (Road),79,2018,8,Somerset (Road)_79_201808.csv
Admiralty,104,2018,12,Admiralty_104_201812.csv
Khatib,122,2013,3,Khatib_122_201303.csv
Sentosa Island,60,2022,2,Sentosa Island_60_202202.csv
Yishun,91,2020,11,Yishun_91_202011.csv
Serangoon,36,2012,6,Serangoon_36_201206.csv
Toa Payoh,88,2018,6,Toa Payoh_88_201806.csv
Ang Mo Kio,109,2021,9,Ang Mo Kio_109_202109.csv
Pasir Ris (West),29,2022,11,Pasir Ris (West)_29_202211.csv
Upper Thomson,46,2016,9,Upper Thomson_46_201609.csv
Newton,111,2012,12,Newton_111_201212.csv
Tanjong Katong,78,2012,2,Tanjong Katong_78_201202.csv
Choa Chu Kang (South),121,2015,12,Choa Chu Kang (South)_121_201512.csv
Ang Mo Kio,109,2016,8,Ang Mo Kio_109_201608.csv
Jurong (East),39,2013,8,Jurong (East)_39_201308.csv
Clementi,50,2012,6,Clementi_50_201206.csv
Toa Payoh,88,2023,8,Toa Payoh_88_202308.csv
Semakau Island,102,2022,8,Semakau Island_102_202208.csv
East Coast Parkway,107,2020,4,East Coast Parkway_107_202004.csv
Jurong (North),101,2012,10,Jurong (North)_101_201210.csv
Jurong (West),44,2015,4,Jurong (West)_44_201504.csv
Tuas,89,2022,12,Tuas_89_202212.csv
Bukit Timah,90,2019,12,Bukit Timah_90_201912.csv
Tengah,23,2014,2,Tengah_23_201402.csv
Pulau Ubin,106,2013,9,Pulau Ubin_106_201309.csv
Clementi,50,2014,8,Clementi_50_201408.csv
Simei,84,2018,6,Simei_84_201806.csv
Chai Chee,61,2020,12,Chai Chee_61_202012.csv
Dhoby Ghaut,118,2020,6,Dhoby Ghaut_118_202006.csv
Ulu Pandan,35,2014,10,Ulu Pandan_35_201410.csv
Mandai,40,2015,9,Mandai_40_201509.csv
Nicoll Highway,119,2015,3,Nicoll Highway_119_201503.csv
Botanic Garden,120,2022,3,Botanic Garden_120_202203.csv
Semakau Island,102,2022,3,Semakau Island_102_202203.csv
Tengah,23,2018,10,Tengah_23_201810.csv
Tuas West,82,2019,9,Tuas West_82_201909.csv
Botanic Garden,120,2014,12,Botanic Garden_120_201412.csv
Tuas,89,2023,7,Tuas_89_202307.csv
Whampoa,123,2023,11,Whampoa_123_202311.csv
Whampoa,123,2015,9,Whampoa_123_201509.csv
Queenstown,77,2017,10,Queenstown_77_201710.csv
Upper Thomson,46,2017,2,Upper Thomson_46_201702.csv
Tanjong Pagar,72,2015,2,Tanjong Pagar_72_201502.csv
Sentosa Island,60,2015,1,Sentosa Island_60_201501.csv
Kent Ridge,71,2024,4,Kent Ridge_71_202404.csv
Jurong (West),44,2021,1,Jurong (West)_44_202101.csv
Clementi,50,2018,2,Clementi_50_201802.csv
Jurong Pier,33,2024,5,Jurong Pier_33_202405.csv
Admiralty,104,2014,11,Admiralty_104_201411.csv
Sentosa Island,60,2012,9,Sentosa Island_60_201209.csv
Yishun,91,2014,4,Yishun_91_201404.csv
Whampoa,123,2016,10,Whampoa_123_201610.csv
Sentosa Island,60,2018,2,Sentosa Island_60_201802.csv
Ulu Pandan,35,2022,10,Ulu Pandan_35_202210.csv
Bukit Panjang,64,2022,5,Bukit Panjang_64_202205.csv
Upper Peirce Reservoir,69,2018,12,Upper Peirce Reservoir_69_201812.csv
Pasir Panjang,116,2017,11,Pasir Panjang_116_201711.csv
Ang Mo Kio,109,2021,11,Ang Mo Kio_109_202111.csv
Lower Peirce Reservoir,08,2023,3,Lower Peirce Reservoir_08_202303.csv
Punggol,81,2013,3,Punggol_81_201303.csv
Jurong (East),39,2012,8,Jurong (East)_39_201208.csv
Jurong (West),44,2015,11,Jurong (West)_44_201511.csv
Changi Climate Station,24,2012,10,Changi Climate Station_24_201210.csv
Ulu Pandan,35,2022,4,Ulu Pandan_35_202204.csv
Jurong (North),101,2012,9,Jurong (North)_101_201209.csv
Jurong (West),44,2020,6,Jurong (West)_44_202006.csv
Tanjong Pagar,72,2012,8,Tanjong Pagar_72_201208.csv
Tai Seng,43,2020,9,Tai Seng_43_202009.csv
Queenstown,77,2014,2,Queenstown_77_201402.csv
Marina Barrage,108,2022,12,Marina Barrage_108_202212.csv
Jurong Island,117,2022,10,Jurong Island_117_202210.csv
Buangkok,55,2012,12,Buangkok_55_201212.csv
Punggol,81,2018,6,Punggol_81_201806.csv
Chai Chee,61,2019,9,Chai Chee_61_201909.csv
Kent Ridge,71,2017,3,Kent Ridge_71_201703.csv
Punggol,81,2014,9,Punggol_81_201409.csv
Pasir Ris (Central),94,2020,7,Pasir Ris (Central)_94_202007.csv
Pulau Ubin,106,2019,6,Pulau Ubin_106_201906.csv
Lim Chu Kang,112,2017,10,Lim Chu Kang_112_201710.csv
Khatib,122,2013,9,Khatib_122_201309.csv
Tengah,23,2024,5,Tengah_23_202405.csv
Marina Barrage,108,2015,10,Marina Barrage_108_201510.csv
Tanjong Katong,78,2016,9,Tanjong Katong_78_201609.csv
Tuas South,115,2019,11,Tuas South_115_201911.csv
Pasir Ris (Central),94,2023,8,Pasir Ris (Central)_94_202308.csv
Pasir Ris (West),29,2012,1,Pasir Ris (West)_29_201201.csv
Macritchie Reservoir,07,2022,5,Macritchie Reservoir_07_202205.csv
Pulau Ubin,106,2019,12,Pulau Ubin_106_201912.csv
Clementi,50,2023,2,Clementi_50_202302.csv
Punggol,81,2015,10,Punggol_81_201510.csv
Bukit Panjang,64,2018,8,Bukit Panjang_64_201808.csv
Seletar,25,2017,6,Seletar_25_201706.csv
Pasir Ris (Central),94,2012,5,Pasir Ris (Central)_94_201205.csv
Clementi,50,2018,8,Clementi_50_201808.csv
Tuas West,82,2022,8,Tuas West_82_202208.csv
Jurong (West),44,2013,12,Jurong (West)_44_201312.csv
Chai Chee,61,2013,8,Chai Chee_61_201308.csv
Dhoby Ghaut,118,2024,4,Dhoby Ghaut_118_202404.csv
Punggol,81,2016,4,Punggol_81_201604.csv
Pasir Ris (Central),94,2013,3,Pasir Ris (Central)_94_201303.csv
Seletar,25,2015,4,Seletar_25_201504.csv
Choa Chu Kang (West),11,2020,6,Choa Chu Kang (West)_11_202006.csv
Tengah,23,2012,7,Tengah_23_201207.csv
Chai Chee,61,2017,12,Chai Chee_61_201712.csv
Toa Payoh,88,2016,6,Toa Payoh_88_201606.csv
Serangoon North,110,2016,1,Serangoon North_110_201601.csv
Lower Peirce Reservoir,08,2024,2,Lower Peirce Reservoir_08_202402.csv
Whampoa,123,2024,4,Whampoa_123_202404.csv
Dhoby Ghaut,118,2023,5,Dhoby Ghaut_118_202305.csv
Marina Barrage,108,2017,7,Marina Barrage_108_201707.csv
Tuas West,82,2022,9,Tuas West_82_202209.csv
Upper Peirce Reservoir,69,2014,7,Upper Peirce Reservoir_69_201407.csv
Somerset (Road),79,2022,6,Somerset (Road)_79_202206.csv
Toa Payoh,88,2021,9,Toa Payoh_88_202109.csv
Tuas,89,2015,10,Tuas_89_201510.csv
Ulu Pandan,35,2012,6,Ulu Pandan_35_201206.csv
Upper Thomson,46,2019,4,Upper Thomson_46_201904.csv
Newton,111,2017,2,Newton_111_201702.csv
East Coast Parkway,107,2019,10,East Coast Parkway_107_201910.csv
Tuas South,115,2019,6,Tuas South_115_201906.csv
Changi Climate Station,24,2017,8,Changi Climate Station_24_201708.csv
Tengah,23,2015,7,Tengah_23_201507.csv
Pulau Ubin,106,2020,5,Pulau Ubin_106_202005.csv
Admiralty,104,2019,12,Admiralty_104_201912.csv
Queenstown,77,2014,5,Queenstown_77_201405.csv
Tanjong Katong,78,2017,10,Tanjong Katong_78_201710.csv
Seletar,25,2019,12,Seletar_25_201912.csv
Khatib,122,2018,4,Khatib_122_201804.csv
Choa Chu Kang (South),121,2020,11,Choa Chu Kang (South)_121_202011.csv
Sentosa Island,60,2014,2,Sentosa Island_60_201402.csv
Admiralty West,105,2018,5,Admiralty West_105_201805.csv
Clementi,50,2017,2,Clementi_50_201702.csv
Choa Chu Kang (Central),114,2017,9,Choa Chu Kang (Central)_114_201709.csv
Tai Seng,43,2019,12,Tai Seng_43_201912.csv
Ang Mo Kio,109,2024,6,Ang Mo Kio_109_202406.csv
Upper Peirce Reservoir,69,2017,8,Upper Peirce Reservoir_69_201708.csv
Admiralty,104,2020,3,Admiralty_104_202003.csv
Tanjong Katong,78,2015,8,Tanjong Katong_78_201508.csv
Seletar,25,2021,12,Seletar_25_202112.csv
Macritchie Reservoir,07,2015,5,Macritchie Reservoir_07_201505.csv
Pasir Ris (West),29,2022,7,Pasir Ris (West)_29_202207.csv
Pasir Panjang,116,2023,8,Pasir Panjang_116_202308.csv
Marine Parade,113,2019,2,Marine Parade_113_201902.csv
Boon Lay (West),63,2016,11,Boon Lay (West)_63_201611.csv
Dhoby Ghaut,118,2014,6,Dhoby Ghaut_118_201406.csv
Choa Chu Kang (Central),114,2013,8,Choa Chu Kang (Central)_114_201308.csv
East Coast Parkway,107,2021,7,East Coast Parkway_107_202107.csv
Bukit Timah,90,2013,7,Bukit Timah_90_201307.csv
Buangkok,55,2016,6,Buangkok_55_201606.csv
Tuas South,115,2016,11,Tuas South_115_201611.csv
Tengah,23,2018,2,Tengah_23_201802.csv
Choa Chu Kang (South),121,2014,5,Choa Chu Kang (South)_121_201405.csv
Tanjong Katong,78,2024,4,Tanjong Katong_78_202404.csv
Queenstown,77,2013,10,Queenstown_77_201310.csv
Lower Peirce Reservoir,08,2012,6,Lower Peirce Reservoir_08_201206.csv
Jurong Pier,33,2013,5,Jurong Pier_33_201305.csv
Serangoon,36,2018,2,Serangoon_36_201802.csv
Newton,111,2018,4,Newton_111_201804.csv
Tanjong Katong,78,2014,6,Tanjong Katong_78_201406.csv
Mandai,40,2020,8,Mandai_40_202008.csv
Chai Chee,61,2022,9,Chai Chee_61_202209.csv
Pasir Ris (West),29,2021,1,Pasir Ris (West)_29_202101.csv
Jurong (West),44,2023,1,Jurong (West)_44_202301.csv
Bukit Panjang,64,2019,8,Bukit Panjang_64_201908.csv
Tuas West,82,2014,6,Tuas West_82_201406.csv
Ang Mo Kio,109,2018,10,Ang Mo Kio_109_201810.csv
Mandai,40,2023,3,Mandai_40_202303.csv
Jurong (East),39,2014,9,Jurong (East)_39_201409.csv
Serangoon,36,2021,4,Serangoon_36_202104.csv
Queenstown,77,2022,1,Queenstown_77_202201.csv
Ulu Pandan,35,2021,6,Ulu Pandan_35_202106.csv
Botanic Garden,120,2022,7,Botanic Garden_120_202207.csv
Pulau Ubin,106,2015,3,Pulau Ubin_106_201503.csv
Serangoon North,110,2013,7,Serangoon North_110_201307.csv
Buangkok,55,2012,9,Buangkok_55_201209.csv
Botanic Garden,120,2021,11,Botanic Garden_120_202111.csv
Admiralty,104,2016,10,Admiralty_104_201610.csv
Pulau Ubin,106,2019,5,Pulau Ubin_106_201905.csv
Serangoon,36,2012,5,Serangoon_36_201205.csv
Whampoa,123,2018,5,Whampoa_123_201805.csv
Punggol,81,2016,12,Punggol_81_201612.csv
Tai Seng,43,2023,9,Tai Seng_43_202309.csv
Queenstown,77,2014,1,Queenstown_77_201401.csv
Seletar,25,2021,2,Seletar_25_202102.csv
Tanjong Katong,78,2012,3,Tanjong Katong_78_201203.csv
Macritchie Reservoir,07,2017,5,Macritchie Reservoir_07_201705.csv
Tuas West,82,2018,7,Tuas West_82_201807.csv
Queenstown,77,2014,8,Queenstown_77_201408.csv
Kranji Reservoir,66,2023,10,Kranji Reservoir_66_202310.csv
Mandai,40,2021,10,Mandai_40_202110.csv
Serangoon,36,2015,1,Serangoon_36_201501.csv
Macritchie Reservoir,07,2016,7,Macritchie Reservoir_07_201607.csv
Nicoll Highway,119,2023,10,Nicoll Highway_119_202310.csv
Jurong Pier,33,2023,12,Jurong Pier_33_202312.csv
Kent Ridge,71,2020,8,Kent Ridge_71_202008.csv
Kranji Reservoir,66,2023,8,Kranji Reservoir_66_202308.csv
Buona Vista,92,2013,2,Buona Vista_92_201302.csv
Changi Climate Station,24,2019,12,Changi Climate Station_24_201912.csv
Lower Peirce Reservoir,08,2020,2,Lower Peirce Reservoir_08_202002.csv
Mandai,40,2017,9,Mandai_40_201709.csv
Upper Thomson,46,2014,8,Upper Thomson_46_201408.csv
Tanjong Katong,78,2020,6,Tanjong Katong_78_202006.csv
Semakau Island,102,2020,5,Semakau Island_102_202005.csv
Kampong Bahru,31,2013,3,Kampong Bahru_31_201303.csv
Mandai,40,2018,1,Mandai_40_201801.csv
East Coast Parkway,107,2018,10,East Coast Parkway_107_201810.csv
Jurong (North),101,2014,11,Jurong (North)_101_201411.csv
Clementi,50,2016,12,Clementi_50_201612.csv
Changi Climate Station,24,2020,5,Changi Climate Station_24_202005.csv
Choa Chu Kang (Central),114,2015,4,Choa Chu Kang (Central)_114_201504.csv
Whampoa,123,2018,11,Whampoa_123_201811.csv
Jurong (West),44,2022,3,Jurong (West)_44_202203.csv
Choa Chu Kang (Central),114,2023,3,Choa Chu Kang (Central)_114_202303.csv
Marine Parade,113,2021,5,Marine Parade_113_202105.csv
Buona Vista,92,2013,4,Buona Vista_92_201304.csv
Buona Vista,92,2014,1,Buona Vista_92_201401.csv
Tai Seng,43,2012,2,Tai Seng_43_201202.csv
Semakau Island,102,2016,1,Semakau Island_102_201601.csv
Pasir Ris (Central),94,2016,2,Pasir Ris (Central)_94_201602.csv
Punggol,81,2012,10,Punggol_81_201210.csv
Seletar,25,2022,10,Seletar_25_202210.csv
Jurong (East),39,2012,2,Jurong (East)_39_201202.csv
Jurong Pier,33,2015,11,Jurong Pier_33_201511.csv
Lower Peirce Reservoir,08,2014,5,Lower Peirce Reservoir_08_201405.csv
Boon Lay (East),86,2015,2,Boon Lay (East)_86_201502.csv
Kranji Reservoir,66,2020,12,Kranji Reservoir_66_202012.csv
Chai Chee,61,2013,2,Chai Chee_61_201302.csv
Mandai,40,2018,9,Mandai_40_201809.csv
Lower Peirce Reservoir,08,2014,12,Lower Peirce Reservoir_08_201412.csv
Marine Parade,113,2015,9,Marine Parade_113_201509.csv
Pulau Ubin,106,2017,5,Pulau Ubin_106_201705.csv
Sentosa Island,60,2021,4,Sentosa Island_60_202104.csv
Pasir Ris (Central),94,2014,6,Pasir Ris (Central)_94_201406.csv
Semakau Island,102,2016,11,Semakau Island_102_201611.csv
Pasir Ris (Central),94,2016,5,Pasir Ris (Central)_94_201605.csv
Mandai,40,2023,2,Mandai_40_202302.csv
Pasir Ris (West),29,2020,6,Pasir Ris (West)_29_202006.csv
Toa Payoh,88,2016,8,Toa Payoh_88_201608.csv
Simei,84,2020,8,Simei_84_202008.csv
Choa Chu Kang (Central),114,2015,5,Choa Chu Kang (Central)_114_201505.csv
Serangoon,36,2020,1,Serangoon_36_202001.csv
Nicoll Highway,119,2015,6,Nicoll Highway_119_201506.csv
Semakau Island,102,2016,12,Semakau Island_102_201612.csv
Punggol,81,2019,9,Punggol_81_201909.csv
Upper Thomson,46,2019,11,Upper Thomson_46_201911.csv
Dhoby Ghaut,118,2014,9,Dhoby Ghaut_118_201409.csv
Queenstown,77,2023,5,Queenstown_77_202305.csv
Pasir Ris (Central),94,2018,7,Pasir Ris (Central)_94_201807.csv
Queenstown,77,2020,1,Queenstown_77_202001.csv
Clementi,50,2016,4,Clementi_50_201604.csv
Choa Chu Kang (South),121,2016,6,Choa Chu Kang (South)_121_201606.csv
Choa Chu Kang (Central),114,2013,7,Choa Chu Kang (Central)_114_201307.csv
Pasir Ris (West),29,2023,5,Pasir Ris (West)_29_202305.csv
Ang Mo Kio,109,2014,7,Ang Mo Kio_109_201407.csv
Seletar,25,2014,5,Seletar_25_201405.csv
Bukit Timah,90,2024,5,Bukit Timah_90_202405.csv
Jurong Pier,33,2017,8,Jurong Pier_33_201708.csv
Bukit Timah,90,2015,7,Bukit Timah_90_201507.csv
Toa Payoh,88,2020,2,Toa Payoh_88_202002.csv
Chai Chee,61,2017,8,Chai Chee_61_201708.csv
Pulau Ubin,106,2020,3,Pulau Ubin_106_202003.csv
Mandai,40,2023,10,Mandai_40_202310.csv
Tuas West,82,2019,8,Tuas West_82_201908.csv
Botanic Garden,120,2016,1,Botanic Garden_120_201601.csv
Clementi,50,2016,8,Clementi_50_201608.csv
East Coast Parkway,107,2021,1,East Coast Parkway_107_202101.csv
Mandai,40,2018,4,Mandai_40_201804.csv
Mandai,40,2019,12,Mandai_40_201912.csv
Upper Peirce Reservoir,69,2020,10,Upper Peirce Reservoir_69_202010.csv
Tuas South,115,2013,7,Tuas South_115_201307.csv
Serangoon North,110,2014,7,Serangoon North_110_201407.csv
Pasir Ris (Central),94,2020,10,Pasir Ris (Central)_94_202010.csv
Lim Chu Kang,112,2012,4,Lim Chu Kang_112_201204.csv
Nicoll Highway,119,2012,7,Nicoll Highway_119_201207.csv
Ang Mo Kio,109,2017,12,Ang Mo Kio_109_201712.csv
Simei,84,2021,9,Simei_84_202109.csv
Simei,84,2017,7,Simei_84_201707.csv
Tanjong Pagar,72,2013,6,Tanjong Pagar_72_201306.csv
Buona Vista,92,2013,12,Buona Vista_92_201312.csv
Pasir Ris (Central),94,2015,12,Pasir Ris (Central)_94_201512.csv
Khatib,122,2015,12,Khatib_122_201512.csv
Marine Parade,113,2018,5,Marine Parade_113_201805.csv
Pasir Ris (West),29,2012,12,Pasir Ris (West)_29_201212.csv
Lim Chu Kang,112,2018,1,Lim Chu Kang_112_201801.csv
Tuas South,115,2020,4,Tuas South_115_202004.csv
Dhoby Ghaut,118,2021,3,Dhoby Ghaut_118_202103.csv
Pasir Ris (West),29,2020,3,Pasir Ris (West)_29_202003.csv
Seletar,25,2014,9,Seletar_25_201409.csv
Jurong Pier,33,2012,12,Jurong Pier_33_201212.csv
